Requirement,Type
as a computer user i want to be alerted every time someone tries to use my computer so that i know if someone is invading my privacy,NFR
as a computer user i want to be alerted when my computer has been breached when i am not around it so that i can keep my information safe,NFR
as a content creator i need the platform to protect the integrity of my uploaded content,NFR
as a content creator i want the platform to protect my content from unauthorized use so that my intellectual property rights are respected,NFR
as a content moderator i want the platform to automatically detect inappropriate content so that the community remains safe,NFR
as a cornell faculty member i want to login remotely to the repository using shibboleth so that i can get remote access to cornell campusonly content,NFR
as a customer i want the app to provide secure online banking so that i can perform transactions safely,NFR
as a customer i want the online store to handle my payments securely so that my financial information is safe,NFR
as a customer i want to be able to pay securely and conveniently,NFR
as a customer i want to create a customer portal user account so that i can log on to the customer portal and perform transactions that first require user authentication,NFR
as a customer i want to temporarily lock my debit card through the app so that i can prevent unauthorized use if its misplaced,NFR
as a customer i want to use facial recognition for secure login so that i can access my account quickly and securely,NFR
as a cybersecurity analyst i want the system to log all access attempts so that potential security breaches can be tracked,NFR
as a data contributor i want the platform to ensure that my datasets are only used in compliance with their licenses so that my intellectual property rights are respected,NFR
as a data contributor i want to set access levels for my datasets so that i can control who views or uses them,NFR
as a data manager i want to know the security requirements of the data so that i can check whether the data can be kept secure,NFR
as a data manager i want to plan the anonymization of data so that we protect the privacy of the people participating in the research as good as possible and still ensure reusability of data,NFR
as a dbir administrator i want to administrate patron accounts for purpose of closing accounts viewing subscriptions changing subscriptions resetting passwords changing email address etc,NFR
as a dbir administrator i want to have a personal account with the ability to change passwords to make them more secure or to retrieve forgotten ones,NFR
as a dbir administrator i want to login to personal account with access to authorized functions,NFR
as a dbir administrator i want to set up or delete accounts for other administrators with various levels of permission,NFR
as a depositor i want to allow my collaborators privileged access to datasets so that we continue to have a productive relationship,NFR
as a depositor i want to apply licenses to datasets so that my ip rights are protected appropriately,NFR
as a depositor i want to have guarantees about data integrity so that i can use my data in the future and i can fulfil funder requirements for archival,NFR
as a depositor i want to place data under an embargo so that my right of first use is protected and i can fulfil my confidentiality responsibilities,NFR
as a developer i want to automate testing for data validation so that i ensure system accuracy,NFR
as a developer i want to be able to generate testcases for security testing so that i can ensure that the software is secure and protects user data,NFR
as a developer i want to deploy the ez event site bundle on production server protected behind a htaccess password for the ez conference website,NFR
as a developer i want to ensure data consistency across distributed services so that users always have accurate information,NFR
as a developer i want to ensure data consistency across transactions so that no discrepancies occur,NFR
as a developer i want to have my app to be granted access to several operating system features,NFR
as a diabetic patient i want the device to securely store my personal health information so that my privacy is protected,NFR
as a director of research integrity i want to access reports containing details of research projects in which data are classified as sensitive or highly sensitive so that i can confirm security protocols are applied to these data,NFR
as a doctor i should not be able to see medical records of patients that im not assigned to so that the patients confidentiality is maintained,NFR
as a doctor i want the patient to be excluded from viewing any information that is not intended to be viewed by them so that there are no security risks,NFR
as a doctor i want to only access medical files from my own patients so that no other doctor can access the medical files of my patients,NFR
as a donor i want my personal and health information to be encrypted so that my data cannot be intercepted or misused,NFR
as a electronics user and pet owner i want sockets that automatically cut off power supply if less than a certain voltage is being drawn so that when pets chew wire theyre less likely to be electrocuted so that my small pets can be safer from electrocution,NFR
as a fabs user i want to have readonly access to dabs so that i can view dabs pages without wanting two sets of permissions,NFR
as a faculty member i want to have granular access controls for my documents so that i can manage who can view or edit them,NFR
as a fan i want the app to provide a feature to buy and resell tickets securely so that i can attend games that i otherwise might miss,NFR
as a fan i want the app to securely store my payment information for quick purchases so that i can buy merchandise and tickets easily,NFR
as a fan i want to securely log in with my social media accounts so that i can use the apps social features quickly and easily,NFR
as a funder i want to know how secure data is so that i can ensure legal compliance,NFR
as a girl i want outlet control so that i can turn off power to an outlet if i leave my hair straightener plugged in after i leave,NFR
as a grandparent i want my cabinets to automatically lock so that the grandchildren are safe,NFR
as a guest i want to securely make payments for my reservations so that my financial information is protected,NFR
as a head of the family i want security system to alert me of unknown people getting into my house at my absence so that to safe guard my family members,NFR
as a healthcare professional i want all data transmissions from the app to the central database to be secure so that we maintain patient confidentiality,NFR
as a healthcare provider i want to access donor information quickly so that i can ensure the safety and suitability of blood donations,NFR
as a healthcare provider i want to securely message colleagues about patient care so that we can collaborate effectively while maintaining privacy,NFR
as a high net worth individual who values privacy i want the banking system to provide toplevel security features like biometric authentication advanced encryption strict data protection policies and a dedicated customer service team that can handle my unique needs so that my financial information is kept safe and secure,NFR
as a home i want my smoke alarms would beep when the battery gets low so that my family is safe from fires,NFR
as a home occupant i want a perimeter alarm that will alert me if anyone enters my yard so that ill be safe from intruders,NFR
as a home occupant i want a pet door that will open for my pet and lock afterwards so that my pet can go potty but my home is secure,NFR
as a home occupant i want a security system which can be set to account for visitors so that a person opening the door to the wrong person would set an alarm if the occupant did not clear that persons entry,NFR
as a home occupant i want all power strips to automatically shut off when plugged in devices are fully charged so that eliminate wasting energy via plugs that arent charging anything,NFR
as a home occupant i want appalarm controlled retractable stairs so that the second floor can be secure in case of zombie attacks or a swat raid,NFR
as a home occupant i want automatic locks on the doors so that i ensure there will never be human error,NFR
as a home occupant i want controllable applicances so that i can control the power supply to all appliances and turn it off in order to save energy,NFR
as a home occupant i want doors that automatically lock within 1 minute after they have been shut so that i never have to worry about forgetting to lock my doors,NFR
as a home occupant i want doors that lock after half an hour so that i am safe,NFR
as a home occupant i want doors to be auto locked when entering or leaving the home so that i am protected from a robbery or forgetting to lock the doors,NFR
as a home occupant i want every single item and appliance in my home to have advanced safety features in the event of a break in since every item is smart all my appliances my tv etc should be able to communicate or send alerts to my smart phone in the event that someone in my house is tampering with them maybe a smart phone alert when something becomes unplugged for example combined with a full series of motion sensor and body heat detection features indoors and outdoor security features such as automated cameras i envision the future of the ultimate secure smart home so that our home can be safe and burglary free,NFR
as a home occupant i want i want to secure my house during night so that i can sleep peacefully,NFR
as a home occupant i want improved security so that i do not have to worry about a burglar,NFR
as a home occupant i want it automatically replenishes itself at lunch time of pet so that my home will be secure from burgulars,NFR
as a home occupant i want keyless digital door lock so that i dont have to carry keys with me,NFR
as a home occupant i want my doors to lock up automatically after a mentioned time so that we can prevent theft and other burglary,NFR
as a home occupant i want my doors to sense automatically when my smart phone is within a certain distance from the front door and unlock themselves so that i dont have to use a key anymore,NFR
as a home occupant i want my electronic appliances to automatically turn themselves off so that i can save on electricity,NFR
as a home occupant i want my house to automatically lock all windows and doors once i close the front door and step on the front steps outsidde so that i can always be comfortable,NFR
as a home occupant i want my smart home fully secured so that we can get notification if thief in home,NFR
as a home occupant i want my smart home to alert me if movement is detected outside so that i can be safe at night from prowlers,NFR
as a home occupant i want my smart home to automatically dial 911 if forced entry is detected whether an alarm is activated or not so that i can feel safe all the time,NFR
as a home occupant i want my smart home to collect and manage the various power requirements of my smart appliances heating and cooling technologies and my security and access systems and i wish to be alerted via text message via mobile phone when powerrelated problems spikes or failures occur so that i may have alternate backup power sources automatically activated or manually activate them myself,NFR
as a home occupant i want my smart home to have a payment system near the front door that can only be accessed by an occupant so that i can pay delivery drivers without opening the door and stay safe,NFR
as a home occupant i want my smart home to turn off the heat if anything is blocking the heater so that my house will not burn down,NFR
as a home occupant i want my television to automatically turn off if i fall asleep on the couch so that it doesnt waste extra electricity,NFR
as a home occupant i want my things in home to be safe and turned off all lights so that make safe of all my things on home and live safe,NFR
as a home occupant i want my wall to act as a in built wifi router so that i can access the internet without using an external router,NFR
as a home occupant i want my wifi router to notify me on my smartphone if someone tried to unauthorizedly access it so that so that i am safe from hackers and intruders,NFR
as a home occupant i want my windows to set an alarm if they are opened after a certain time when the alarm is set so that i can be safe,NFR
as a home occupant i want outdoor motion detectors so that i have an added measure of security of the property,NFR
as a home occupant i want proper shutdown my personal computer so that secure my personal computer,NFR
as a home occupant i want safety locks so that so my kids are safe,NFR
as a home occupant i want secure doggy door so that it will only unlock for my dogs,NFR
as a home occupant i want security system that tracks my belongings so that i can keep an accurate inventory assist the authorities if there is a theft or remember to retrieve what i have loaned out,NFR
as a home occupant i want smart breakfast appliances so that my home will be secure from burgulars,NFR
as a home occupant i want smart locks so that my home is secure,NFR
as a home occupant i want the doors to lock when im gone from the house for 10 minutes so that my house will be safe,NFR
as a home occupant i want the front door to lock automatically behind me so that i know everyone in the house is safe,NFR
as a home occupant i want the window blinds to automatically open and close depending on the time of day so that i can maintain my privacy and save on electricity,NFR
as a home occupant i want the windows and doors to lock automatically after 10 pm so that when i forget to do it manually i know i am safe,NFR
as a home occupant i want they doors and windows to automatically lock at certain times so that the house will be secure,NFR
as a home occupant i want to be able to monitor carbon monoxide levels so that it is safe inside the house,NFR
as a home occupant i want to secure my house and my family when there is a gas leakage so that i am tension free,NFR
as a home occupant i want unused or unneeded electronics to automatically be placed on a low power mode so that unneeded energy not be wasted,NFR
as a home occupant i want wifi connection so that we can use internet entire home,NFR
as a home occupant i want windows that lock so that i feel safe,NFR
as a home occupant i want wireless charging of phones so that phones dont need to be tethered to wall sockets while charging,NFR
as a home owner i want a carbon monoxide detector so that my family is always kept safe from dangerous gasses,NFR
as a home owner i want a device that can protect my airspace from drones so that i can feel safe in my privacy,NFR
as a home owner i want a door lock that can have temporary access codes added that i can share with others so that i dont have to lend someone a spare key and the code will expire after a certain amount of time so i can revoke access,NFR
as a home owner i want a mail box that will automatically lock itself after the mail has been deliver so that my mail cannot be stolen,NFR
as a home owner i want a security system that informs me of doors opening so that i can know who is in my home at any time,NFR
as a home owner i want a security system that tells and tracks who is entering my home so that i can keep my home secure,NFR
as a home owner i want an alarm to sound if the garage door is left open after a car entersexits so that we can keep home safe,NFR
as a home owner i want an alert automatic locks on the doors so that they could all be locked at once,NFR
as a home owner i want an automatic lock on the doors after a certain time so that the doors will be locked no matter what,NFR
as a home owner i want an automatic lock whenever i leaves my home so that my house will be in very safe,NFR
as a home owner i want automatic locking doors so that doors will lock automatically but unlock when i touch the knob via fingerprint sensor,NFR
as a home owner i want automatically closing windows when a person is within a certain range of the window so that i can leave windows open on a nice day instead of running the air conditioning but also maintain the safety of my house,NFR
as a home owner i want biometric controls on locks so that i have greater security for my home and convenience i can never be locked out again,NFR
as a home owner i want doors that automatically lock after a certain tim so that my home is safer,NFR
as a home owner i want doors to stay locked so that thiefs dont enter,NFR
as a home owner i want fire sensors to be linked to the fire suppression system to be activated when a fire occurs so that i can protect my property,NFR
as a home owner i want i want my vehicles to get auto locked at night so that it remains safe,NFR
as a home owner i want lock and unlock my front door via my smartphone so that i dont have to hassle with key,NFR
as a home owner i want my alarm to go off when my child opens the door so that my kids will be safe,NFR
as a home owner i want my doors to lock automatically so that my family is safe,NFR
as a home owner i want my doors to lock automaticaly so that i never have to worry about them being locked,NFR
as a home owner i want my external doors to automatically lock after 30 seconds so that i can feel safe in my home,NFR
as a home owner i want my mailbox to lock when it senses the mailman has filled it with mail so that no one steals my mail,NFR
as a home owner i want my smart home to alarm me if danger so that i can be safe,NFR
as a home owner i want my smart home to alert the police if someone is trying to break in so that my home and valubles are protected,NFR
as a home owner i want my smart home to contact the police if anyone has broken into my home so that my home can be protected while i am away,NFR
as a home owner i want my smart home to immediately sound alarm if smoke is found so that my family will be safe,NFR
as a home owner i want my smart home to sound an alarm if someone is walking around after night so that my family will be safe,NFR
as a home owner i want my smart home to use fingerprint technology as a locking mechanism so that my family will be safer,NFR
as a home owner i want my windows and doors to be locked in accordance with my or family members voice lock and unlock so that my home can maintain privacy and safety,NFR
as a home owner i want security cameras that record hours of important footage without cloud services so that i can review any feed without the hassle of dealing with outside companies,NFR
as a home owner i want security cams to automatically record when strage movement happens at night so that video of the matter can be obtained,NFR
as a home owner i want the alarm system to automatically activate after all registered people in the home have left so that i can secure the household,NFR
as a home owner i want the doors to lock automatically behind me when coming or going so that the house will always be secure,NFR
as a home owner i want the windows to automatically lock at night so that i can prevent breakins,NFR
as a home owner i want to be alerted to any intruders to my property so that i can be safe in my home,NFR
as a home owner i want to know when my home has an unauthorized entrant so that i am safe,NFR
as a a teacher i want daily syllabus to be studied with systematic alerts so that easy to teach the students,NFR
as a beginner i want access to a library of exercises with instructions so that i can learn how to perform them correctly,NFR
as a content editor i want to be able to easily find content so that i can edit it,NFR
as a cooking enthusiast i want a faster preheating oven so that i can cook things without as much planning or waiting,NFR
as a customer i want to be able to access a variety of payment options such as cash credit debit and mobile payments so that i can choose the most convenient method for me,NFR
as a customer i want to be able to save my payment and shipping information for future purchases so that i can checkout more quickly and easily,NFR
as a customer i want to be able to search for products by keywords category or brand so that i can find what im looking for quickly and easily,NFR
as a customer i want to be able to search for specific medications by name or category so that i can quickly find what i need,NFR
as a customer i want to be able to select different shipping options including express and overnight delivery so that i can receive my medications as quickly as possible,NFR
as a customer i want to easily find atm locations through the app so that i can withdraw cash when needed,NFR
as a customer i want to easily find interest rates and fees information in the app so that i can make informed financial decisions,NFR
as a customer i want to easily search for sports merchandise by team or athlete so that i can find what im looking for quickly,NFR
as a developer i want to have an easy way to manage the pricing modality of my apps,NFR
as a developer i want to have an easy way to read data from health sensors the user is wearing,NFR
as a developer i want to have the accounting to be as simple and clear as possible,NFR
as a fan i want the app to have gamification elements like quizzes and polls so that i can engage with content in a fun way,NFR
as a fan i want the app to provide exclusive content for app users like behindthescenes footage or early ticket access so that i have incentives to use the app regularly,NFR
as a gamer i want the house to have a gaming mode so that lighting and sounds are adjusted,NFR
as a healthcare provider i want to be able to easily submit prescription orders to the online pharmacy so that my patients can receive their medications quickly and efficiently,NFR
as a home occupant i want a feature that detects when the room could use a boost of aromatherapy so that i can enjoy the pleasant smells and relax,NFR
as a home occupant i want a smart bed so that it adjusts tension to optimize comfort and posture,NFR
as a home occupant i want a smart thermostat so that it can manage energy efficiently and predict what type of temperatures we prefer at different times of the year,NFR
as a home occupant i want heat in each room i am in to be set at 70 degrees so that i am comfortable at all times,NFR
as a home occupant i want innovative controls in my kitchen so that so that cooking is energy saving easy,NFR
as a home occupant i want room temperatures to be dynamic and adjust according to personal options so that everyone is comfortable in every room at any given moment,NFR
as a home occupant i want smart roofing so that it will absorb or reflect the temperature of the outside air to keep the house comfortable,NFR
as a home occupant i want the fireplace to turn on as soon as i enter the living room so that i can be warm and comfortable in the winter,NFR
as a home owner i want a central heat and air system that knows the weather outside and adjusts itself accordingly so that i can save money and enjoy more comfortable inside temperatures,NFR
as a library staff member i want to have customizable metadata fields so that each project is described in the most accurate way possible,NFR
as a medicalcaregiver i want to have a simple alfred unit that is expandable in is functions,NFR
as a parent i want i want my smart home to put heat or air conditioning on depending on the temperature in the room so that i can always be comfortable,NFR
as a parent of a diabetic child i want the device to have customizable alarms for high and low readings so that i can ensure my childs safety,NFR
as a payroll manager i want the system to provide customizable salary templates so that i can create different templates for various employee types,NFR
as a site visitor i want to have articles that interest me and are easy to get to so that i come to the site for my agile news and learning,NFR
as a smart home occupant i want a chair that will cool me so that i can play games without overheating,NFR
as a software engineer i want to be able to access and use analytics and monitoring tools so that i can identify and resolve performance or reliability issues,NFR
as a student i want an affordable plan that fits my budget so that i can use the service for academic purposes,NFR
as a teacher i want to access a dashboard that highlights student achievements and areas for improvement so that i can quickly assess overall class performance,NFR
as a teacher i want to receive alerts about students at risk of falling behind so that i can intervene early,NFR
as a user i want the app to have video tutorials for newer fans so that they can learn about the game and the league,NFR
as a user i want the service to recognize different handwriting styles so that my conversion results are accurate,NFR
as a user i want the system to automatically enhance the quality of uploaded images so that the conversion is more accurate,NFR
as a user i want to be able to access educational resources and tools so that i can improve my investment knowledge and skills,NFR
as a user i want to browse thumbnails of available datasets web services or web application to give me a quick sense of what,NFR
as a user i want to configure block templates using semantic configuration,NFR
as a user i want to have basic content types in ez studio after clean install,NFR
as a user i want to provide feedback on the service so that it can be improved based on user experience,NFR
as a user i want to receive a notification when my conversion is ready to download so that i can access it as soon as its available,NFR
as a user i want to receive motivational notifications on days i havent worked out so that i stay encouraged to exercise regularly,NFR
as a user i want to receive weather alerts for specific locations that i select such as my workplace or a vacation destination,NFR
as a user i want to see sensible and predictable urls so that the application feels logical and transparent,NFR
as a user i want to send multimedia messages so that my conversations are more expressive and fun,NFR
as a user i want to turn onoff insite editing mode,NFR
as a user i want web services providing access to aerial photos that render google fast,NFR
as an api user i want to be able to understand if a user is a publisher so that i can offer functionality based on dataset publisher privileges,NFR
as an app user the first time i launch the app i want to receive an introduction to how it works app motivation,NFR
as an hr manager i want the system to facilitate easy reporting for regulatory compliance so that we can fulfill legal obligations effortlessly,NFR
as an api user i want to be able to get a csv output of any cubebased query so that i can use work with tools that read csv,NFR
"As a video conference participant, I want video and audio to be synchronized and clear so I can participate effectively.",NFR
as a manager i want the software to be easy to learn so that my team can quickly adapt to it,NFR
"As a designer, I want to customize the layout, so that I can test different designs.",NFR
"As a  user, I want apps to allow theme customization so that I can personalize my experience.",NFR
as a home occupant i want smart solar panels that adjust themselves so that sunlight is collected more efficiently,NFR
as a person who likes tv i want the tv channel to change with my voice so that i can have entertainment more quickly,NFR
"As a  chef, I want timers with voice alerts so that I can focus on cooking.",NFR
"As a gamer, I want the game to respond instantly to my actions so that I can enjoy a fully immersive and responsive gaming experience.",NFR
"As a user, I want the application to be accessible to users with disabilities.",NFR
"As a user, I want the application to be easy for everyone to use regardless of their technical skills.",NFR
"As a user, I want the application to be easy to use regardless of my location or device so that I can access it conveniently.",NFR
as a virtual assistant i want it control my computer so that mkae things easier,NFR
"As a user, I want the app to have a support team so that I can get help if needed.",NFR
"As a user, I want the app to provide a detailed error log so that I can understand issues better.",NFR
"As a  driver, I want offline maps so that I can navigate without cell service.",NFR
"As a customer, I want online stores that are easy to shop at so that I can quickly find and purchase the products I need.",NFR
"As a end-user, I want to receive alerts when unusual activities occur.",NFR
"As a database administrator, I want the interface to be accessible to users with disabilities, so that everyone can use the system.",NFR
as a bachelor i want a device that can emit nice fragrances when i have a female date over so that women can feel more comfortable when they come to my house,NFR
as a bank customer i want to customize the types of alerts i receive so that i only get notifications that are relevant to me,NFR
as a bather i want a standard setting like a car radio button for a temperature i like the water so that i dont experience water thats too hot or too cold each time,NFR
as a bride or groom i want to be able to design and customize my wedding website and invitations,NFR
as a business decisionmaker i want to use french as native language for cms sitemanager so that native frenchspeaking editors adopt cms sitemanager easily and as a result gain a better understanding of the application,NFR
as a business owner i want to customize the salary components like allowances and bonuses so that i can cater to our companys specific payroll needs,NFR
as a busy professional i want the banking system to offer convenient online and mobile banking options so that i can manage my finances onthego and save time,NFR
as a busy professional who values time and convenience i want the banking system to offer a mobile app with a userfriendly interface realtime notifications for transactions and account balances easytouse bill payment options and the ability to deposit checks using my smartphone so that i can manage my finances onthego,NFR
as a cataloger i want authority lists to be easily accessible and contextually relevant so it is easy to use the authority,NFR
as a cataloger or collection manager i want to be able to use a gridspreadsheet style interface so i can edit items quickly,NFR
as a cautious person i want smart emergency alarms so that i feel safe,NFR
as a chef i want kitchen appliances with smart technology so that i can cook better overall,NFR
as a cleanly person i want automatic window cleaners so that i do not need to spend hours cleaning them,NFR
as a coffee lover i want a coffee pot that can be controlled via mobile app so that i dont have to manually set the pot,NFR
as a coffeetea drinkerpc user i want my computer heat to be used to keep my drink hot so that i can enjoy it longer,NFR
as a company i want to have a website that is easy to use so that i can upload or delete stuff step by step,NFR
as a computer user i want my computer to have a screen built into the wall and respond to voice commands if desired so that i can use the computer more easily,NFR
as a consumer i want centralized command center with voice activated automation so that i can control my smart home without remotes using only vocal commands,NFR
as a cook i want devices to help me prepare food quickly so that i can save prep time,NFR
as a cook i want led touchscreen displays so that cooking can be optimized,NFR
as a customer i expect to find help easily within the app if i encounter any issues,NFR
as a customer i want the app to have multilanguage support so that i can use it in my preferred language,NFR
as a customer i want the website to have a live chat support so that i can get immediate assistance,NFR
as a customer i want to access a faq section for quick help so that i can resolve queries without needing to contact support,NFR
as a customer i want to apply for loans through the app so that i can access financial services conveniently,NFR
as a customer i want to be able to access customer support easily and receive timely assistance,NFR
as a customer i want to be able to browse and search for products easily and efficiently,NFR
as a customer i want to be able to contact customer support easily and receive timely responses to my inquiries and issues,NFR
as a customer i want to be able to customize alerts for different types of transactions so that i can be promptly informed about important account activities,NFR
as a customer i want to be able to easily find products in the store through clear signage and product categorization so that i can quickly locate the items i need,NFR
as a customer i want to be able to easily locate and access customer service representatives so that i can have my questions and concerns addressed,NFR
as a customer i want to be able to receive alerts when my medication is running low so that i can reorder before i run out,NFR
as a customer i want to customize my app dashboard so that i can have quick access to frequently used features,NFR
as a customer i want to easily find contact information for customer service so that i can get in touch if i have issues,NFR
as a customer i want to easily find the nearest bank branches and atms within the app so that i can access physical banking services when needed,NFR
as a customer i want to receive personalized financial advice based on my spending habits so that i can make smarter financial decisions,NFR
as a customer i want to update my orders through the screen so that i can get a quick and correct service,NFR
as a customer support representative i want to be able to easily access customer data and troubleshoot issues so that i can provide effective and efficient support,NFR
as a data consuming user i want to be able to have stepped zoom on map visualisations so that i can have better control over the navigation experience inside a map view,NFR
as a data consuming user i want to have consistent use of colour on map visualisations so that i can better understand the visual logic of the map view,NFR
as a data consuming user i want to see textual descriptions that accompany embedded visualisations so that i can more easily understand what i am viewing,NFR
as a data creator i need to access help content on the data broker that is organized and searchable so i can easily find the information i need,NFR
as a deaf user i want the app to support video calling with sign language compatibility so that i can communicate effectively,NFR
as a depositor i want to have a user interface that is familiar to me so that i feel like all the university systems are joined up,NFR
as a developer i want to be able to customise the brand name and icon and primary color of all frontend javascript apps so that i can customise the branding for my own needs,NFR
as a developer i want to customize an existing wizard for my specific type of data so that i can give my users a great user experience,NFR
as a developer i want to have an easy way to define questions the user can ask and perform,NFR
as a developer i want to have the site comply with the w3c accessibility guidelines where possible so that people with accessibility issues can use the application,NFR
as a developer i want to provide an easy way to manage the user settings,NFR
as a developer i want to use interface that defines block type,NFR
as a diabetic patient i want the device to be small and portable so that i can carry it with me throughout the day,NFR
as a diabetic patient i want the device to have an easy way to replace testing strips so that the process is hasslefree,NFR
as a diabetic patient i want the device to use the minimum amount of blood necessary so that the testing process is less painful,NFR
as a diabetic patient i want to access troubleshooting guidelines within the device so that i can resolve minor issues without external help,NFR
as a distance learner i want the cms to provide a stable and consistent user experience so that my learning is not interrupted by technical issues,NFR
as a doctor i want to customize the layout of electronic medical records so that i can access the information i need more efficiently,NFR
as a donor i want the ability to use voice commands within the app so that i can use it handsfree enhancing usability,NFR
as a donor i want the app to be usable with one hand so that i can navigate it while on the move,NFR
as a donor i want the apps user interface to be simple and straightforward so that i can navigate it with ease regardless of my techsavviness,NFR
as a fabs user i do not want dabs banner messages and vice versa so that i have the appropriate information for my application,NFR
as a fabs user i want additional helpful info in the submission dashboard so that i can better manage submissions and ig requests,NFR
as a fabs user i want the frontend urls to more accurately reflect the page im accessing so that im not confused,NFR
as a fabs user i want the language on fabs pages to be appropriate for me so that i am not confused,NFR
as a fabs user i want to see correct status labels on the submission dashboard so that i can quickly see my submission history,NFR
as a fan i want the ability to customize the apps interface with my teams colors so that it reflects my loyalty and enhances my experience,NFR
as a fan i want to have application in my native language so that i can understand the context of information included in web application,NFR
as a food preparer i want a waterproof screen in the kitchen that can look up recipes and play cooking instructional videos without me having to touch it so that i can receive help cooking without destroying my laptop or other device with messy hands,NFR
as a gadget enthusiast i want a unit that will control the lights sounds temperature and entertainment devices in the house so that i can easily control everything in the house,NFR
as a github site user i need to understand what the data broker is and how it works,NFR
as a graduate student i want the cms to have a robust search engine so that i can find relevant thesis papers and articles efficiently,NFR
as a guest i want to access customer support through the system so that i can resolve any issues with my reservation quickly,NFR
as a guest i want to have a live chat option for support during the booking process so that i can get immediate assistance if needed,NFR
as a gym member i want the app to be fast and responsive so that i dont waste time during my workout sessions,NFR
as a gymgoer i want the app to have a userfriendly interface so that i can input data quickly and focus more on my workout,NFR
as a health enthusiast i want have a voice feature connected to my surround sound system at home that reminds me to exercise so that i stay on track with my fitness goals,NFR
as a healthcare provider i want to access multilingual support in the system so that i can assist patients who speak different languages,NFR
as a healthcare provider i want to receive alerts for critical patient updates so that i can respond promptly to emergencies,NFR
as a healthcare provider i want to use the system for scheduling and time management so that i can efficiently plan my day,NFR
as a home maker i want bluetooth home appliance automation so that will control the appliance,NFR
as a home occupant i want a central control unit so that i can easily change settings of smart home features in my house,NFR
as a home occupant i want a feature for dimmed lighting and soft music so that i can relax and enjoy my downtime without much effort,NFR
as a home occupant i want a floor heating controller so that i can have comfortable floors during winter time,NFR
as a home occupant i want a learning thermostat so that my home will be energy efficient and comfortable,NFR
as a home occupant i want a loud speaker system so that i dont have to yell,NFR
as a home occupant i want a smart home that features vacuum terminals built into the corner of certain corners of the house so that i can conveniently sweep without having to use a dustpan,NFR
as a home occupant i want a smart shower so that i can save energy while using it as efficiently as possible,NFR
as a home occupant i want a smart thermostat so that i can better regulate the temperature in my home,NFR
as a home occupant i want a smart thermostat so that the temperature can automatically be adjusted to save energy,NFR
as a home occupant i want a smart vacuum so that i do not have to clean,NFR
as a home occupant i want a thermostat that turns on as i wake up so that i am more comfortable in the morning,NFR
as a home occupant i want a voice control system that allows me to monitor multiple features in the house so that i can change features anywhere in the home,NFR
as a home occupant i want an automated sprinkler system so that that will water only when the soil needs it and only in the places where the soil needs it,NFR
as a home occupant i want automatic fragrance sprinkler so that can save time,NFR
as a home occupant i want each room to feel comfortable temperature and humidity wise so that each room is comfortable,NFR
as a home occupant i want have remote control for windows and blinds so that i can adjust the lights remotely,NFR
as a home occupant i want home appliance universal remote so that i can remotely control electronic devices throutout the home,NFR
as a home occupant i want integrated smart electronics so that i only need one remote and devices are easy to operate,NFR
as a home occupant i want my shower to immediately turn to a warm temperature before i get in so that i can have a comfortable show,NFR
as a home occupant i want my smart home to be able to control all devices with one remotephone so that i save time and no longer have to look for a lost remote,NFR
as a home occupant i want my smart home to have a whole home sound system with individual control for each room so that i enjoy the music in whichever room i go into,NFR
as a home occupant i want my smart home to regulate ideal temperature according to my personal preferences and the outside temperature so that i can be comfortable,NFR
as a home occupant i want my thermostats to automatically know when i want the home cooler or warmer so that i am always comfortable,NFR
as a home occupant i want my walls to take the design color or pattern of my choosing at any time selected from my smartphone so that i can easily customize my home,NFR
as a home occupant i want smart alarm clock so that it always has the right time and has simple buttons,NFR
as a home occupant i want smart smoke and carbon monoxide monitor that is more interactive than a simple alarm thats confusing and frustrating so that i can be assured im safe and dont have to mess to antiquated devices,NFR
as a home occupant i want smart thermometer so that i can remotely control the temperature at home,NFR
as a home occupant i want smart window cleaners so that i dont have to do that chore,NFR
as a home occupant i want smarthome feature that will sense when a person is in the room and quickly heatcool it so that i can save energy when no one is in a room but can quickly and easily make a room comfortable as someone enters it,NFR
as a home occupant i want sprinkler system so that i can feel safe about fires,NFR
as a home occupant i want the smarthome to assess the temperature outside and adjust the inside temperature appropriately so that i can feel more comfortable when the weather changes quickly,NFR
as a home occupant i want window sensors so that my home will be energy efficient and comfortable,NFR
as a home owner i want a comfortable temperature so that the temperature doesnt vary between 6876 degrees,NFR
as a home owner i want a couch that is heated and air conditioned by remote control so that i can reduce other sources of heat and cooling by making my immediate area more comfortable,NFR
as a home owner i want a shower that will go to my preferred temperature with a button press so that i can shower more easily,NFR
as a home owner i want a smart remote so that it can control every electronic device,NFR
as a home owner i want a smart thermostat so that the house can be comfortable without wasting energy,NFR
as a home owner i want a touchscreen voiceactivated smart monitor so that i can watch videos television or do other things right when i need to,NFR
as a home owner i want automatic temperature controls so that i am always comfortable without wasting energy,NFR
as a home owner i want live wallpaper so that i can customize my homes wallpaper probably via a projector or hologram to fit my moods and the situation entertaining ect,NFR
as a home owner i want smart tennis court so that i can play and practice with an automated system since i am forever alone,NFR
as a home owner i want the temperature to automatically adjust based on how hot or cold it is outside so that i am comfortable,NFR
as a home owner i want voiceactivated cooking system so that i can do multiple things quickly and efficiently,NFR
