Requirement,Type
as a home occupant i want the front door to lock automatically behind me so that i know everyone in the house is safe,SE
as a home occupant i want the window blinds to automatically open and close depending on the time of day so that i can maintain my privacy and save on electricity,SE
as a home occupant i want the windows and doors to lock automatically after 10 pm so that when i forget to do it manually i know i am safe,SE
as a home occupant i want they doors and windows to automatically lock at certain times so that the house will be secure,SE
as a home occupant i want to be able to monitor carbon monoxide levels so that it is safe inside the house,SE
as a home occupant i want to secure my house and my family when there is a gas leakage so that i am tension free,SE
as a home occupant i want unused or unneeded electronics to automatically be placed on a low power mode so that unneeded energy not be wasted,SE
as a home occupant i want wifi connection so that we can use internet entire home,SE
as a home occupant i want windows that lock so that i feel safe,SE
as a home occupant i want wireless charging of phones so that phones dont need to be tethered to wall sockets while charging,SE
as a home owner i want a carbon monoxide detector so that my family is always kept safe from dangerous gasses,SE
as a home owner i want a device that can protect my airspace from drones so that i can feel safe in my privacy,SE
as a home owner i want a door lock that can have temporary access codes added that i can share with others so that i dont have to lend someone a spare key and the code will expire after a certain amount of time so i can revoke access,SE
as a home owner i want a mail box that will automatically lock itself after the mail has been deliver so that my mail cannot be stolen,SE
as a home owner i want a security system that informs me of doors opening so that i can know who is in my home at any time,SE
as a home owner i want a security system that tells and tracks who is entering my home so that i can keep my home secure,SE
as a home owner i want an alarm to sound if the garage door is left open after a car entersexits so that we can keep home safe,SE
as a home owner i want an alert automatic locks on the doors so that they could all be locked at once,SE
as a home owner i want an automatic lock on the doors after a certain time so that the doors will be locked no matter what,SE
as a home owner i want an automatic lock whenever i leaves my home so that my house will be in very safe,SE
as a home owner i want automatic locking doors so that doors will lock automatically but unlock when i touch the knob via fingerprint sensor,SE
as a home owner i want automatically closing windows when a person is within a certain range of the window so that i can leave windows open on a nice day instead of running the air conditioning but also maintain the safety of my house,SE
as a home owner i want biometric controls on locks so that i have greater security for my home and convenience i can never be locked out again,SE
as a home owner i want doors that automatically lock after a certain tim so that my home is safer,SE
as a home owner i want doors to stay locked so that thiefs dont enter,SE
as a home owner i want fire sensors to be linked to the fire suppression system to be activated when a fire occurs so that i can protect my property,SE
as a home owner i want i want my vehicles to get auto locked at night so that it remains safe,SE
as a home owner i want lock and unlock my front door via my smartphone so that i dont have to hassle with key,SE
as a home owner i want my alarm to go off when my child opens the door so that my kids will be safe,SE
as a home owner i want my doors to lock automatically so that my family is safe,SE
as a home owner i want my doors to lock automaticaly so that i never have to worry about them being locked,SE
as a home owner i want my external doors to automatically lock after 30 seconds so that i can feel safe in my home,SE
as a home owner i want my mailbox to lock when it senses the mailman has filled it with mail so that no one steals my mail,SE
as a home owner i want my smart home to alarm me if danger so that i can be safe,SE
as a home owner i want my smart home to alert the police if someone is trying to break in so that my home and valubles are protected,SE
as a home owner i want my smart home to contact the police if anyone has broken into my home so that my home can be protected while i am away,SE
as a home owner i want my smart home to immediately sound alarm if smoke is found so that my family will be safe,SE
as a home owner i want my smart home to sound an alarm if someone is walking around after night so that my family will be safe,SE
as a home owner i want my smart home to use fingerprint technology as a locking mechanism so that my family will be safer,SE
as a home owner i want my windows and doors to be locked in accordance with my or family members voice lock and unlock so that my home can maintain privacy and safety,SE
as a home owner i want security cameras that record hours of important footage without cloud services so that i can review any feed without the hassle of dealing with outside companies,SE
as a home owner i want security cams to automatically record when strage movement happens at night so that video of the matter can be obtained,SE
as a home owner i want the alarm system to automatically activate after all registered people in the home have left so that i can secure the household,SE
as a home owner i want the doors to lock automatically behind me when coming or going so that the house will always be secure,SE
as a home owner i want the windows to automatically lock at night so that i can prevent breakins,SE
as a home owner i want to be alerted to any intruders to my property so that i can be safe in my home,SE
as a home owner i want to know when my home has an unauthorized entrant so that i am safe,SE
as a a teacher i want daily syllabus to be studied with systematic alerts so that easy to teach the students,US
as a beginner i want access to a library of exercises with instructions so that i can learn how to perform them correctly,US
as a content editor i want to be able to easily find content so that i can edit it,US
as a cooking enthusiast i want a faster preheating oven so that i can cook things without as much planning or waiting,US
as a customer i want to be able to access a variety of payment options such as cash credit debit and mobile payments so that i can choose the most convenient method for me,US
as a customer i want to be able to save my payment and shipping information for future purchases so that i can checkout more quickly and easily,US
as a customer i want to be able to search for products by keywords category or brand so that i can find what im looking for quickly and easily,US
as a customer i want to be able to search for specific medications by name or category so that i can quickly find what i need,US
as a customer i want to be able to select different shipping options including express and overnight delivery so that i can receive my medications as quickly as possible,US
as a customer i want to easily find atm locations through the app so that i can withdraw cash when needed,US
as a customer i want to easily find interest rates and fees information in the app so that i can make informed financial decisions,US
as a customer i want to easily search for sports merchandise by team or athlete so that i can find what im looking for quickly,US
as a developer i want to have an easy way to manage the pricing modality of my apps,US
as a developer i want to have an easy way to read data from health sensors the user is wearing,US
as a developer i want to have the accounting to be as simple and clear as possible,US
as a fan i want the app to have gamification elements like quizzes and polls so that i can engage with content in a fun way,US
as a fan i want the app to provide exclusive content for app users like behindthescenes footage or early ticket access so that i have incentives to use the app regularly,US
as a gamer i want the house to have a gaming mode so that lighting and sounds are adjusted,US
as a healthcare provider i want to be able to easily submit prescription orders to the online pharmacy so that my patients can receive their medications quickly and efficiently,US
as a home occupant i want a feature that detects when the room could use a boost of aromatherapy so that i can enjoy the pleasant smells and relax,US
as a home occupant i want a smart bed so that it adjusts tension to optimize comfort and posture,US
as a home occupant i want a smart thermostat so that it can manage energy efficiently and predict what type of temperatures we prefer at different times of the year,US
as a home occupant i want heat in each room i am in to be set at 70 degrees so that i am comfortable at all times,US
as a home occupant i want innovative controls in my kitchen so that so that cooking is energy saving easy,US
as a home occupant i want room temperatures to be dynamic and adjust according to personal options so that everyone is comfortable in every room at any given moment,US
as a home occupant i want smart roofing so that it will absorb or reflect the temperature of the outside air to keep the house comfortable,US
as a home occupant i want the fireplace to turn on as soon as i enter the living room so that i can be warm and comfortable in the winter,US
as a home owner i want a central heat and air system that knows the weather outside and adjusts itself accordingly so that i can save money and enjoy more comfortable inside temperatures,US
as a library staff member i want to have customizable metadata fields so that each project is described in the most accurate way possible,US
as a medicalcaregiver i want to have a simple alfred unit that is expandable in is functions,US
as a parent i want i want my smart home to put heat or air conditioning on depending on the temperature in the room so that i can always be comfortable,US
as a parent of a diabetic child i want the device to have customizable alarms for high and low readings so that i can ensure my childs safety,US
as a payroll manager i want the system to provide customizable salary templates so that i can create different templates for various employee types,US
as a site visitor i want to have articles that interest me and are easy to get to so that i come to the site for my agile news and learning,US
as a smart home occupant i want a chair that will cool me so that i can play games without overheating,US
as a software engineer i want to be able to access and use analytics and monitoring tools so that i can identify and resolve performance or reliability issues,US
as a student i want an affordable plan that fits my budget so that i can use the service for academic purposes,US
as a teacher i want to access a dashboard that highlights student achievements and areas for improvement so that i can quickly assess overall class performance,US
as a teacher i want to receive alerts about students at risk of falling behind so that i can intervene early,US
as a user i want the app to have video tutorials for newer fans so that they can learn about the game and the league,US
as a user i want the service to recognize different handwriting styles so that my conversion results are accurate,US
as a user i want the system to automatically enhance the quality of uploaded images so that the conversion is more accurate,US
as a user i want to be able to access educational resources and tools so that i can improve my investment knowledge and skills,US
as a user i want to browse thumbnails of available datasets web services or web application to give me a quick sense of what,US
as a user i want to configure block templates using semantic configuration,US
as a user i want to have basic content types in ez studio after clean install,US
as a user i want to provide feedback on the service so that it can be improved based on user experience,US
as a user i want to receive a notification when my conversion is ready to download so that i can access it as soon as its available,US
as a user i want to receive motivational notifications on days i havent worked out so that i stay encouraged to exercise regularly,US
as a user i want to receive weather alerts for specific locations that i select such as my workplace or a vacation destination,US
as a user i want to see sensible and predictable urls so that the application feels logical and transparent,US
as a user i want to send multimedia messages so that my conversations are more expressive and fun,US
as a user i want to turn onoff insite editing mode,US
as a user i want web services providing access to aerial photos that render google fast,US
as an api user i want to be able to understand if a user is a publisher so that i can offer functionality based on dataset publisher privileges,US
as an app user the first time i launch the app i want to receive an introduction to how it works app motivation,US
as an hr manager i want the system to facilitate easy reporting for regulatory compliance so that we can fulfill legal obligations effortlessly,US
as an api user i want to be able to get a csv output of any cubebased query so that i can use work with tools that read csv,US
"As a video conference participant, I want video and audio to be synchronized and clear so I can participate effectively.",US
as a manager i want the software to be easy to learn so that my team can quickly adapt to it,US
"As a designer, I want to customize the layout, so that I can test different designs.",US
"As a  user, I want apps to allow theme customization so that I can personalize my experience.",US
as a home occupant i want smart solar panels that adjust themselves so that sunlight is collected more efficiently,US
as a person who likes tv i want the tv channel to change with my voice so that i can have entertainment more quickly,US
"As a  chef, I want timers with voice alerts so that I can focus on cooking.",US
"As a gamer, I want the game to respond instantly to my actions so that I can enjoy a fully immersive and responsive gaming experience.",US
"As a user, I want the application to be accessible to users with disabilities.",US
"As a user, I want the application to be easy for everyone to use regardless of their technical skills.",US
"As a user, I want the application to be easy to use regardless of my location or device so that I can access it conveniently.",US
as a virtual assistant i want it control my computer so that mkae things easier,US
"As a user, I want the app to have a support team so that I can get help if needed.",US
"As a user, I want the app to provide a detailed error log so that I can understand issues better.",US
"As a  driver, I want offline maps so that I can navigate without cell service.",US
"As a customer, I want online stores that are easy to shop at so that I can quickly find and purchase the products I need.",US
"As a end-user, I want to receive alerts when unusual activities occur.",US
"As a database administrator, I want the interface to be accessible to users with disabilities, so that everyone can use the system.",US
as a bachelor i want a device that can emit nice fragrances when i have a female date over so that women can feel more comfortable when they come to my house,US
as a bank customer i want to customize the types of alerts i receive so that i only get notifications that are relevant to me,US
as a bather i want a standard setting like a car radio button for a temperature i like the water so that i dont experience water thats too hot or too cold each time,US
as a bride or groom i want to be able to design and customize my wedding website and invitations,US
as a business decisionmaker i want to use french as native language for cms sitemanager so that native frenchspeaking editors adopt cms sitemanager easily and as a result gain a better understanding of the application,US
as a business owner i want to customize the salary components like allowances and bonuses so that i can cater to our companys specific payroll needs,US
as a busy professional i want the banking system to offer convenient online and mobile banking options so that i can manage my finances onthego and save time,US
as a busy professional who values time and convenience i want the banking system to offer a mobile app with a userfriendly interface realtime notifications for transactions and account balances easytouse bill payment options and the ability to deposit checks using my smartphone so that i can manage my finances onthego,US
as a cataloger i want authority lists to be easily accessible and contextually relevant so it is easy to use the authority,US
as a cataloger or collection manager i want to be able to use a gridspreadsheet style interface so i can edit items quickly,US
as a cautious person i want smart emergency alarms so that i feel safe,US
as a chef i want kitchen appliances with smart technology so that i can cook better overall,US
as a cleanly person i want automatic window cleaners so that i do not need to spend hours cleaning them,US
as a coffee lover i want a coffee pot that can be controlled via mobile app so that i dont have to manually set the pot,US
as a coffeetea drinkerpc user i want my computer heat to be used to keep my drink hot so that i can enjoy it longer,US
as a company i want to have a website that is easy to use so that i can upload or delete stuff step by step,US
as a computer user i want my computer to have a screen built into the wall and respond to voice commands if desired so that i can use the computer more easily,US
as a consumer i want centralized command center with voice activated automation so that i can control my smart home without remotes using only vocal commands,US
as a cook i want devices to help me prepare food quickly so that i can save prep time,US
as a cook i want led touchscreen displays so that cooking can be optimized,US
as a customer i expect to find help easily within the app if i encounter any issues,US
as a customer i want the app to have multilanguage support so that i can use it in my preferred language,US
as a customer i want the website to have a live chat support so that i can get immediate assistance,US
as a customer i want to access a faq section for quick help so that i can resolve queries without needing to contact support,US
as a customer i want to apply for loans through the app so that i can access financial services conveniently,US
as a customer i want to be able to access customer support easily and receive timely assistance,US
as a customer i want to be able to browse and search for products easily and efficiently,US
as a customer i want to be able to contact customer support easily and receive timely responses to my inquiries and issues,US
as a customer i want to be able to customize alerts for different types of transactions so that i can be promptly informed about important account activities,US
as a customer i want to be able to easily find products in the store through clear signage and product categorization so that i can quickly locate the items i need,US
as a customer i want to be able to easily locate and access customer service representatives so that i can have my questions and concerns addressed,US
as a customer i want to be able to receive alerts when my medication is running low so that i can reorder before i run out,US
as a customer i want to customize my app dashboard so that i can have quick access to frequently used features,US
as a customer i want to easily find contact information for customer service so that i can get in touch if i have issues,US
as a customer i want to easily find the nearest bank branches and atms within the app so that i can access physical banking services when needed,US
as a customer i want to receive personalized financial advice based on my spending habits so that i can make smarter financial decisions,US
as a customer i want to update my orders through the screen so that i can get a quick and correct service,US
as a customer support representative i want to be able to easily access customer data and troubleshoot issues so that i can provide effective and efficient support,US
as a data consuming user i want to be able to have stepped zoom on map visualisations so that i can have better control over the navigation experience inside a map view,US
as a data consuming user i want to have consistent use of colour on map visualisations so that i can better understand the visual logic of the map view,US
as a data consuming user i want to see textual descriptions that accompany embedded visualisations so that i can more easily understand what i am viewing,US
as a data creator i need to access help content on the data broker that is organized and searchable so i can easily find the information i need,US
as a deaf user i want the app to support video calling with sign language compatibility so that i can communicate effectively,US
as a depositor i want to have a user interface that is familiar to me so that i feel like all the university systems are joined up,US
as a developer i want to be able to customise the brand name and icon and primary color of all frontend javascript apps so that i can customise the branding for my own needs,US
as a developer i want to customize an existing wizard for my specific type of data so that i can give my users a great user experience,US
as a developer i want to have an easy way to define questions the user can ask and perform,US
as a developer i want to have the site comply with the w3c accessibility guidelines where possible so that people with accessibility issues can use the application,US
as a developer i want to provide an easy way to manage the user settings,US
as a developer i want to use interface that defines block type,US
as a diabetic patient i want the device to be small and portable so that i can carry it with me throughout the day,US
as a diabetic patient i want the device to have an easy way to replace testing strips so that the process is hasslefree,US
as a diabetic patient i want the device to use the minimum amount of blood necessary so that the testing process is less painful,US
as a diabetic patient i want to access troubleshooting guidelines within the device so that i can resolve minor issues without external help,US
as a distance learner i want the cms to provide a stable and consistent user experience so that my learning is not interrupted by technical issues,US
as a doctor i want to customize the layout of electronic medical records so that i can access the information i need more efficiently,US
as a donor i want the ability to use voice commands within the app so that i can use it handsfree enhancing usability,US
as a donor i want the app to be usable with one hand so that i can navigate it while on the move,US
as a donor i want the apps user interface to be simple and straightforward so that i can navigate it with ease regardless of my techsavviness,US
as a fabs user i do not want dabs banner messages and vice versa so that i have the appropriate information for my application,US
as a fabs user i want additional helpful info in the submission dashboard so that i can better manage submissions and ig requests,US
as a fabs user i want the frontend urls to more accurately reflect the page im accessing so that im not confused,US
as a fabs user i want the language on fabs pages to be appropriate for me so that i am not confused,US
as a fabs user i want to see correct status labels on the submission dashboard so that i can quickly see my submission history,US
as a fan i want the ability to customize the apps interface with my teams colors so that it reflects my loyalty and enhances my experience,US
as a fan i want to have application in my native language so that i can understand the context of information included in web application,US
as a food preparer i want a waterproof screen in the kitchen that can look up recipes and play cooking instructional videos without me having to touch it so that i can receive help cooking without destroying my laptop or other device with messy hands,US
as a gadget enthusiast i want a unit that will control the lights sounds temperature and entertainment devices in the house so that i can easily control everything in the house,US
as a github site user i need to understand what the data broker is and how it works,US
as a graduate student i want the cms to have a robust search engine so that i can find relevant thesis papers and articles efficiently,US
as a guest i want to access customer support through the system so that i can resolve any issues with my reservation quickly,US
as a guest i want to have a live chat option for support during the booking process so that i can get immediate assistance if needed,US
as a gym member i want the app to be fast and responsive so that i dont waste time during my workout sessions,US
as a gymgoer i want the app to have a userfriendly interface so that i can input data quickly and focus more on my workout,US
as a health enthusiast i want have a voice feature connected to my surround sound system at home that reminds me to exercise so that i stay on track with my fitness goals,US
as a healthcare provider i want to access multilingual support in the system so that i can assist patients who speak different languages,US
as a healthcare provider i want to receive alerts for critical patient updates so that i can respond promptly to emergencies,US
as a healthcare provider i want to use the system for scheduling and time management so that i can efficiently plan my day,US
as a home maker i want bluetooth home appliance automation so that will control the appliance,US
as a home occupant i want a central control unit so that i can easily change settings of smart home features in my house,US
as a home occupant i want a feature for dimmed lighting and soft music so that i can relax and enjoy my downtime without much effort,US
as a home occupant i want a floor heating controller so that i can have comfortable floors during winter time,US
as a home occupant i want a learning thermostat so that my home will be energy efficient and comfortable,US
as a home occupant i want a loud speaker system so that i dont have to yell,US
as a home occupant i want a smart home that features vacuum terminals built into the corner of certain corners of the house so that i can conveniently sweep without having to use a dustpan,US
as a home occupant i want a smart shower so that i can save energy while using it as efficiently as possible,US
as a home occupant i want a smart thermostat so that i can better regulate the temperature in my home,US
as a home occupant i want a smart thermostat so that the temperature can automatically be adjusted to save energy,US
as a home occupant i want a smart vacuum so that i do not have to clean,US
as a home occupant i want a thermostat that turns on as i wake up so that i am more comfortable in the morning,US
as a home occupant i want a voice control system that allows me to monitor multiple features in the house so that i can change features anywhere in the home,US
as a home occupant i want an automated sprinkler system so that that will water only when the soil needs it and only in the places where the soil needs it,US
as a home occupant i want automatic fragrance sprinkler so that can save time,US
as a home occupant i want each room to feel comfortable temperature and humidity wise so that each room is comfortable,US
as a home occupant i want have remote control for windows and blinds so that i can adjust the lights remotely,US
as a home occupant i want home appliance universal remote so that i can remotely control electronic devices throutout the home,US
as a home occupant i want integrated smart electronics so that i only need one remote and devices are easy to operate,US
as a home occupant i want my shower to immediately turn to a warm temperature before i get in so that i can have a comfortable show,US
as a home occupant i want my smart home to be able to control all devices with one remotephone so that i save time and no longer have to look for a lost remote,US
as a home occupant i want my smart home to have a whole home sound system with individual control for each room so that i enjoy the music in whichever room i go into,US
as a home occupant i want my smart home to regulate ideal temperature according to my personal preferences and the outside temperature so that i can be comfortable,US
as a home occupant i want my thermostats to automatically know when i want the home cooler or warmer so that i am always comfortable,US
as a home occupant i want my walls to take the design color or pattern of my choosing at any time selected from my smartphone so that i can easily customize my home,US
as a home occupant i want smart alarm clock so that it always has the right time and has simple buttons,US
as a home occupant i want smart smoke and carbon monoxide monitor that is more interactive than a simple alarm thats confusing and frustrating so that i can be assured im safe and dont have to mess to antiquated devices,US
as a home occupant i want smart thermometer so that i can remotely control the temperature at home,US
as a home occupant i want smart window cleaners so that i dont have to do that chore,US
as a home occupant i want smarthome feature that will sense when a person is in the room and quickly heatcool it so that i can save energy when no one is in a room but can quickly and easily make a room comfortable as someone enters it,US
as a home occupant i want sprinkler system so that i can feel safe about fires,US
as a home occupant i want the smarthome to assess the temperature outside and adjust the inside temperature appropriately so that i can feel more comfortable when the weather changes quickly,US
as a home occupant i want window sensors so that my home will be energy efficient and comfortable,US
as a home owner i want a comfortable temperature so that the temperature doesnt vary between 6876 degrees,US
as a home owner i want a couch that is heated and air conditioned by remote control so that i can reduce other sources of heat and cooling by making my immediate area more comfortable,US
as a home owner i want a shower that will go to my preferred temperature with a button press so that i can shower more easily,US
as a home owner i want a smart remote so that it can control every electronic device,US
as a home owner i want a smart thermostat so that the house can be comfortable without wasting energy,US
as a home owner i want a touchscreen voiceactivated smart monitor so that i can watch videos television or do other things right when i need to,US
as a home owner i want automatic temperature controls so that i am always comfortable without wasting energy,US
as a home owner i want live wallpaper so that i can customize my homes wallpaper probably via a projector or hologram to fit my moods and the situation entertaining ect,US
as a home owner i want smart tennis court so that i can play and practice with an automated system since i am forever alone,US
as a home owner i want the temperature to automatically adjust based on how hot or cold it is outside so that i am comfortable,US
as a home owner i want voiceactivated cooking system so that i can do multiple things quickly and efficiently,US
as a homebuyer i want to be able to receive assistance with the paperwork and legal aspects of the homebuying process so that i can navigate the process easily and efficiently,US
as a hospital staff member i want to receive system support and troubleshooting assistance easily so that any technical issues can be resolved quickly,US
